principio_activo,nombre_comercial,potencia,potencia_valor,potencia_unidad,contenido,presentación,laboratorio
Siliconas,Aceite De Silicona Ewe,nan,,nan,170,Aerosol/Spray,Sanitas
Siliconas,Aerogal N4,nan,,nan,170,Aerosol/Spray,Raymos
Siliconas,Europiel,nan,,nan,253,Aerosol/Spray,Euroderm
Siliconas,Finescar,nan,,nan,170,Aerosol/Spray,Biol
Siliconas,Kurapel,nan,,nan,170,Aerosol/Spray,Teva Argentina (Ex Ivax Arg)
Simeticona,Aesim,200 Mg,200.0,Mg,20,Comprimidos,Austral
Simeticona,Carbogasol,nan,,nan,30,Liquido,Montpellier
Simeticona,Carbogasol Forte 2 Unidades,nan,,nan,60,Capsulas,Montpellier
Simeticona,Carbogasol Forte 2 Unidades,nan,,nan,20,Capsulas,Montpellier
Simeticona,Factor Ag,200 Mg,200.0,Mg,20,Comprimidos,Casasco
Simeticona,Factor Ag,200 Mg,200.0,Mg,40,Comprimidos,Casasco
Simeticona,Factor Ag Forte,nan,,nan,60,Emulsion,Casasco
Simeticona,Factor Ag Forte,nan,,nan,150,Emulsion,Casasco
Simeticona,Factor Ag Pediatrico,nan,,nan,30,Gotas,Casasco
Simeticona,Simecon,250 Mg,250.0,Mg,30,Grageas,Sanitas
Simeticona,Simecon Pediatrico,nan,,nan,30,Gotas,Austral
Simeticona,Simeticona,250 Mg,250.0,Mg,20,Comprimidos,Cetus
Simeticona + Pancreatina + Domperid.,Praxis Nf,nan,,nan,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
Simvastatin,Coleflux,10 Mg,10.0,Mg,30,Comprimidos,Lafedar
Simvastatin,Coleflux,20 Mg,20.0,Mg,30,Comprimidos,Lafedar
Simvastatin,Coleflux,40 Mg,40.0,Mg,30,Comprimidos,Lafedar
Simvastatin,Coleflux,80 Mg,80.0,Mg,30,Comprimidos,Lafedar
Simvastatin,Colesterminol,10 Mg,10.0,Mg,30,Comprimidos,Omicron
Simvastatin,Colesterminol,20 Mg,20.0,Mg,30,Comprimidos,Omicron
Simvastatin,Colesterminol,40 Mg,40.0,Mg,30,Comprimidos,Omicron
Simvastatin,Gemistatin 10,10 Mg,10.0,Mg,30,Comprimidos,Geminis Farmaceu
Simvastatin,Gemistatin 20,20 Mg,20.0,Mg,30,Comprimidos,Geminis Farmaceu
Simvastatin,Lisac,10 Mg,10.0,Mg,30,Comprimidos,Bernabo
Simvastatin,Lisac,20 Mg,20.0,Mg,30,Comprimidos,Bernabo
Simvastatin,Nivelipol,10 Mg,10.0,Mg,30,Comprimidos,Temis-Lostalo
Simvastatin,Nivelipol,20 Mg,20.0,Mg,30,Comprimidos,Temis-Lostalo
Simvastatin,Redusterol,10 Mg,10.0,Mg,30,Comprimidos,Raffo
Simvastatin,Redusterol,20 Mg,20.0,Mg,30,Comprimidos,Raffo
Simvastatin,Redusterol,40 Mg,40.0,Mg,30,Comprimidos,Raffo
Simvastatin,Simvastatin Vannier,10 Mg,10.0,Mg,30,Comprimidos,Vannier
Simvastatin,Simvastatin Vannier,20 Mg,20.0,Mg,30,Comprimidos,Vannier
Simvastatin,Simvastatina Fabra,10 Mg,10.0,Mg,30,Comprimidos,Fabra
Simvastatin,Simvastatina Fabra,20 Mg,20.0,Mg,30,Comprimidos,Fabra
Simvastatin,Sistatin,10 Mg,10.0,Mg,30,Comprimidos,Lepetit
Simvastatin,Sistatin,20 Mg,20.0,Mg,15,Comprimidos,Lepetit
Simvastatin,Sistatin,20 Mg,20.0,Mg,30,Comprimidos,Lepetit
Simvastatin,Tanavat,10 Mg,10.0,Mg,30,Comprimidos,Microsules Arg.
Simvastatin,Tanavat,20 Mg,20.0,Mg,30,Comprimidos,Microsules Arg.
Simvastatin,Tanavat,5 Mg,5.0,Mg,30,Comprimidos,Microsules Arg.
Simvastatin,Vasotenal,10 Mg,10.0,Mg,30,Comprimidos,Roemmers
Simvastatin,Vasotenal,20 Mg,20.0,Mg,30,Comprimidos,Roemmers
Simvastatin,Vasotenal,5 Mg,5.0,Mg,30,Comprimidos,Roemmers
Simvastatin,Zocor,10 Mg,10.0,Mg,30,Comprimidos,Msd Argentina Sr
Simvastatin,Zocor,20 Mg,20.0,Mg,30,Comprimidos,Msd Argentina Sr
Simvastatin,Zocor,40 Mg,40.0,Mg,30,Comprimidos,Msd Argentina Sr
Simvastatin,Zocor,80 Mg,80.0,Mg,30,Comprimidos,Msd Argentina Sr
Sitagliptina,Januvia,100 Mg,100.0,Mg,28,Comprimidos,Msd Argentina Sr
Sitagliptina,Januvia,25 Mg,25.0,Mg,28,Comprimidos,Msd Argentina Sr
Sitagliptina,Januvia,50 Mg,50.0,Mg,28,Comprimidos,Msd Argentina Sr
"Sodio,Aurotiosulfato",Crytion,0.05 G,0.05,G,1,Ampolla,Temis-Lostalo
"Sodio,Cloruro + Asoc.",Mar V,nan,,nan,45,Solucion,Investi
"Sodio,Cloruro + Asoc.",Sales Para Rehidratacion Oral Saborizada Vent 3 3 Unidades,nan,,nan,27.9,Sobres,Vent 3
"Sodio,Cloruro + Asoc.",Sales Para Rehidratacion Oral Vent 3 3 Unidades,nan,,nan,27.9,Sobres,Vent 3
"Sodio,Divalproato",Divalprex,250 Mg,250.0,Mg,50,Comprimidos,Gador
"Sodio,Divalproato",Divalprex,500 Mg,500.0,Mg,50,Comprimidos,Gador
"Sodio,Divalproato",Exibral,250 Mg,250.0,Mg,50,Comprimidos,Bago
"Sodio,Divalproato",Exibral,500 Mg,500.0,Mg,50,Comprimidos,Bago
"Sodio,Divalproato",Valcas,250 Mg,250.0,Mg,50,Comprimidos,Casasco
"Sodio,Divalproato",Valcas,500 Mg,500.0,Mg,50,Comprimidos,Casasco
"Sodio,Divalproato",Valcote,125 Mg,125.0,Mg,50,Comprimidos,Abbott Epd
"Sodio,Divalproato",Valcote,250 Mg,250.0,Mg,50,Comprimidos,Abbott Epd
"Sodio,Divalproato",Valcote,500 Mg,500.0,Mg,50,Comprimidos,Abbott Epd
"Sodio,Divalproato",Valcote Er,500 Mg,500.0,Mg,50,Comprimidos,Abbott Epd
"Sodio,Divalproato",Valcote Sprinkle,125 Mg,125.0,Mg,50,Comprimidos,Abbott Epd
"Sodio,Divalproato",Valcote Sprinkle,125 Mg,125.0,Mg,100,Comprimidos,Abbott Epd
"Sodio,Divalproato",Valnar,250 Mg,250.0,Mg,50,Comprimidos,Teva Argentina (Ex Ivax Arg)
"Sodio,Divalproato",Valnar,500 Mg,500.0,Mg,50,Comprimidos,Teva Argentina (Ex Ivax Arg)
"Sodio,Fluoruro",Fluordent,nan,,nan,30,Comprimidos,Bernabo
"Sodio,Fluoruro",Fluordent,nan,,nan,30,Gotas,Bernabo
"Sodio,Fosfato",Colonil,nan,,nan,45,Solucion/Suspension Oral,Eurofarma
"Sodio,Fosfato",Denverlax,nan,,nan,45,Solucion/Suspension Oral,Denver Farma
"Sodio,Fosfato",Dicofan,nan,,nan,45,Enema,Rivero
"Sodio,Fosfato",Enemol,nan,,nan,135,Solucion,Gador
"Sodio,Fosfato",Fosfodom,nan,,nan,45,Solucion,Dominguez
"Sodio,Fosfato",Kritel,nan,,nan,135,Enema,Monserrat
"Sodio,Fosfato",Silaxa,nan,,nan,45,Solucion/Suspension Oral,Temis-Lostalo
"Sodio,Fosfato",Tekfema,nan,,nan,135,Enema,Rivero
"Sodio,Fosfato + Asoc.",Fosfacol 1 Frasco,nan,,nan,45,Frasco,Sanitas
"Sodio,Fusidato",Acifusin,nan,,nan,15,Unguento,Andromaco
"Sodio,Fusidato",Fucidin,nan,,nan,15,Unguento,Biopas Argentina
"Sodio,Hialuronato",Art Flex 1 Unidad,25 Mg,25.0,Mg,1,Inyectable,Teva Argentina (Ex Ivax Arg)
"Sodio,Hialuronato",Dropstar,nan,,nan,10,Colirio,Poen
"Sodio,Hialuronato",Dropstar Lc,nan,,nan,10,Colirio,Poen
"Sodio,Hialuronato",Hialudorf Hd,nan,,nan,10,Colirio,Pharmadorf
"Sodio,Picosulfato",Dagol Cetus,nan,,nan,20,Comprimidos,Cetus
"Sodio,Picosulfato",Dagol Cetus,nan,,nan,15,Gotas,Cetus
"Sodio,Picosulfato",Modaton,nan,,nan,30,Gotas,Montpellier
"Sodio,Picosulfato",Rapilax,nan,,nan,50,Gotas,Elea - Phoenix
"Sodio,Picosulfato",Trali,nan,,nan,30,Gotas,Rontag
"Sodio,Tetradecilsulfato",Fibro Vein 2 Unidades,1%,1.0,%,2,Ampolla,Craveri
"Sodio,Tetradecilsulfato",Fibro Vein 2 Unidades,3%,3.0,%,2,Ampolla,Craveri
"Sodio,Tetradecilsulfato",Fibro Vein 2 Unidades,0.50 %,0.5,%,2,Ampolla,Craveri
Solifenacina,Solifen,10 Mg,10.0,Mg,30,Comprimidos,Casasco
Solifenacina,Solifen,5 Mg,5.0,Mg,30,Comprimidos,Casasco
Solifenacina,Vesicare,10 Mg,10.0,Mg,30,Comprimidos,Gador
Solifenacina,Vesicare,5 Mg,5.0,Mg,30,Comprimidos,Gador
Solifenacina + Tamsulosina,Tansiloprost Sec,nan,,nan,30,Comprimidos,Finadiet
Solifenacina + Tamsulosina,Uralos Max,6/0.4Mg,,nan,30,Comprimidos,Casasco
Solifenacina + Tamsulosina,Urifex,6/0.4 M,,nan,30,Comprimidos,Baliarda
Solifenacina + Tamsulosina,Vesomni,6/0.4,,nan,30,Comprimidos,Gador
Sotalol,Sotacor,160 Mg,160.0,Mg,20,Comprimidos,Nova Argentia
Sotalol,Sotacor,80 Mg,80.0,Mg,20,Comprimidos,Nova Argentia
Sucralfato,Netunal,nan,,nan,200,Suspension,Elea - Phoenix
Sucralfato,Sucralfato Denver Farma,20%,20.0,%,200,Suspension,Denver Farma
Sucralfato,Sucralfort,nan,,nan,200,Solucion/Suspension Oral,Eczane
Sucralfato,Sucralmax,nan,,nan,200,Suspension,Eurofarma
Sulbutiamina,Megastene,nan,,nan,20,Grageas,Servier
Sulbutiamina,Megastene,nan,,nan,60,Grageas,Servier
Sulfadiazina De Plata  +  Asoc.,Platsul-A,nan,,nan,300 G,Crema,Soubeiran Chobet
Sulfadiazina De Plata + Asoc.,Fisioderm,nan,,nan,50,Crema,Andromaco
Sulfadiazina De Plata + Asoc.,Fisioderm,nan,,nan,400,Crema,Andromaco
Sulfadiazina De Plata + Asoc.,Platsul A,nan,,nan,30,Crema,Soubeiran Chobet
Sulfadiazina De Plata + Asoc.,Platsul A,nan,,nan,200,Crema,Soubeiran Chobet
Sulfadiazina De Plata + Asoc.,Platsul A,nan,,nan,800,Crema,Soubeiran Chobet
Sulfadiazina De Plata + Asoc.,Platsul A,nan,,nan,10,Apositos / Gasas,Soubeiran Chobet
Sulfadiazina De Plata + Asoc.,Platsul A,nan,,nan,350,Crema,Soubeiran Chobet
Sulfadiazina De Plata + Asoc.,Sulfadiazina De Plata A Richet,nan,,nan,400,Crema,Richet
Sulfadiazina De Plata + Asoc.,Sulfadiazina De Plata A Richet,nan,,nan,30,Crema,Richet
Sulfadiazina De Plata + Asoc.,Sulfadiazina De Plata A Richet,nan,,nan,200,Crema,Richet
Sulfadiazina De Plata + Asoc.,Sulfadiazina De Plata Denver Farma,nan,,nan,50,Crema,Denver Farma
Sulfadiazina De Plata + Asoc.,Sulfadiazina De Plata Denver Farma,nan,,nan,200,Crema,Denver Farma
Sulfadiazina De Plata + Asoc.,Sulfadiazina De Plata Denver Farma,nan,,nan,400,Crema,Denver Farma
Sulfadiazina De Plata + Asoc.,Sulfadiazina De Plata Denver Farma,nan,,nan,30,Crema,Denver Farma
Sulfadiazina De Plata + Asoc.,Sulfaplat La Butyl,nan,,nan,50,Crema,Lafedar
Sulfadiazina De Plata + Asoc.,Sulfatral A,nan,,nan,50,Crema,Austral
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Adrenol,nan,,nan,10,Comprimidos,Fabra
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Adrenol,nan,,nan,100,Jarabe/Tonico,Fabra
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Adrenol Forte,nan,,nan,10,Comprimidos,Fabra
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Bacticel,nan,,nan,12,Comprimidos,Bago
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Bacticel,nan,,nan,120,Jarabe/Tonico,Bago
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Bactrim,nan,,nan,100,Jarabe/Tonico,Investi
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Bactrim,nan,,nan,20,Comprimidos,Investi
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Bactrim Fuerte,nan,,nan,10,Comprimidos,Investi
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Cotrimox,nan,,nan,20,Comprimidos,Lepetit
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Cotrimox Forte,nan,,nan,10,Comprimidos,Lepetit
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Dosulfin,nan,,nan,100,Suspension,Nova Argentia
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Netocur,nan,,nan,100,Jarabe/Tonico,Duncan
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Netocur,nan,,nan,10,Comprimidos,Duncan
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Spectrex,nan,,nan,20,Comprimidos,Lafedar
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Spectrex Forte,nan,,nan,10,Comprimidos,Lafedar
Sulfametoxazol + Trimetoprima (Cotrimoxazol),Tritenk Forte,800-160,,nan,10,Comprimidos,Biotenk
Sulfametoxazol + Trimetoprima + Asoc,Enterobacticel,nan,,nan,120,Suspension,Bago
Sulfametoxazol + Trimetoprima + Asoc,Enterobacticel,nan,,nan,12,Comprimidos,Bago
Sulfametoxazol + Trimetoprima + Asoc,Netocur Balsamico,nan,,nan,100,Jarabe/Tonico,Duncan
Sulfametoxazol + Trimetoprima + Asoc,Netocur Balsamico,nan,,nan,10,Comprimidos,Duncan
Sulfametoxazol + Trimetoprima + Asoc,Neumobacticel,nan,,nan,120,Jarabe/Tonico,Bago
Sulfasalazina,Azulfidine En Tabs,500 Mg,500.0,Mg,60,Tabletas,Pfizer
Sulfasalazina,Flogostop,500 Mg,500.0,Mg,60,Comprimidos,Teva Argentina (Ex Ivax Arg)
Sulpirida,Vipral,50 Mg,50.0,Mg,50,Comprimidos,Teva Argentina (Ex Ivax Arg)
Sulpirida + Clorazep.Dipotasico,Vegestabil,nan,,nan,30,Comprimidos,Investi
Sultamicilina,Sultamicilina Richet,375 Mg,375.0,Mg,16,Comprimidos,Richet
Sultamicilina,Unasyna,375 Mg,375.0,Mg,16,Tabletas,Pfizer
Sultamicilina,Unasyna,375 Mg,375.0,Mg,8,Tabletas,Pfizer
Sumatriptan,Imigran,50 Mg,50.0,Mg,4,Comprimidos,Glaxosmithkline
Sumatriptan,Micranil,nan,,nan,2,Comprimidos,Pharmadorf
Sumatriptan,Micranil,nan,,nan,6,Comprimidos,Pharmadorf
Sumatriptan,Micranil 1 Unidad,nan,,nan,1,Ampolla,Pharmadorf
Sumatriptan,Migraneitor (Ex Sumatriptan),100 Mg,100.0,Mg,2,Comprimidos,Lafedar
Sumatriptan,Migratriptan,100 Mg,100.0,Mg,2,Comprimidos,Craveri
Sumatriptan,Sumatriptan Teva,70 Mg,70.0,Mg,4,Comprimidos,Teva Argentina (Ex Ivax Arg)
Tacrolimus,Tacro Tic,0.03 %,0.03,%,10,Unguento,Oxapharma
Tacrolimus,Tacroderm,0.03 %,0.03,%,10,Unguento,Lazar
Tamsulosina,Aclosan,0.40 Mg,0.4,Mg,30,Capsulas,Eurofarma
Tamsulosina,Denverprost,0.4 Mg,0.4,Mg,30,Comprimidos,Denver Farma
Tamsulosina,Diufortan,0.40 Mg,0.4,Mg,30,Comprimidos,Lazar
Tamsulosina,Diufortan,0.40 Mg,0.4,Mg,60,Comprimidos,Lazar
Tamsulosina,Espontal,0.40 Mg,0.4,Mg,30,Capsulas,Panalab
Tamsulosina,Espontal,0.40 Mg,0.4,Mg,60,Capsulas,Panalab
Tamsulosina,Flocprox,0.4 Mg,0.4,Mg,30,Capsulas,Klonal
Tamsulosina,Lostam,0.40 Mg,0.4,Mg,30,Comprimidos,Temis-Lostalo
Tamsulosina,Omnic,0.40 Mg,0.4,Mg,30,Capsulas,Gador
Tamsulosina,Omnic Ocas,0.40 Mg,0.4,Mg,30,Comprimidos,Gador
Tamsulosina,Omnic Ocas,0.40 Mg,0.4,Mg,60,Comprimidos,Gador
Tamsulosina,Prostoklar,0.4 Mg,0.4,Mg,60,Comprimidos,Baliarda
Tamsulosina,Prostoklar,0.40 Mg,0.4,Mg,30,Comprimidos,Baliarda
Tamsulosina,Reduprost,0.40 Mg,0.4,Mg,30,Capsulas,Raffo
Tamsulosina,Reduprost,0.40 Mg,0.4,Mg,60,Capsulas,Raffo
Tamsulosina,Secotex Ocas,0.40 Mg,0.4,Mg,30,Comprimidos,Boehringer Ingel
Tamsulosina,Sulos,0.4 Mg,0.4,Mg,30,Capsulas,Elea - Phoenix
Tamsulosina,Tamsulosina Richet,0.40 Mg,0.4,Mg,30,Capsulas,Richet
Tamsulosina,Tamsulosina Richet,0.40 Mg,0.4,Mg,60,Capsulas,Richet
Tamsulosina,Tamsulosina Teva,0.40 Mg,0.4,Mg,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
Tamsulosina,Tamsuna,0.40 Mg,0.4,Mg,30,Capsulas,Novartis - Sando
Tamsulosina,Tansiloprost,0.40 Mg,0.4,Mg,30,Capsulas,Finadiet
Tamsulosina,Tansiloprost,0.40 Mg,0.4,Mg,60,Capsulas,Finadiet
Tamsulosina,Tansiloprost Retard,0.40 Mg,0.4,Mg,30,Comprimidos,Finadiet
Tamsulosina,Tansiloprost Retard,0.40 Mg,0.4,Mg,60,Comprimidos,Finadiet
Tamsulosina,Tarusol,0.4 Mg,0.4,Mg,30,Comprimidos,Lepetit
Tamsulosina,Tarusol,0.4 Mg,0.4,Mg,60,Comprimidos,Lepetit
Tamsulosina,Toloxane,0.4 Mg,0.4,Mg,30,Capsulas,Beta
Tamsulosina,Travelgum,0.4 Mg,0.4,Mg,30,Capsulas,Microsules Arg.
Tamsulosina,Uralos Cr,0.40 Mg,0.4,Mg,30,Comprimidos,Casasco
Tamsulosina,Uriflux,0.4 Mg,0.4,Mg,30,Capsulas,Sidus
Tamsulosina,Urocetina,0.4 Mg,0.4,Mg,30,Capsulas,Eurolab
Tamsulosina,Uroprost Q,0.40 Mg,0.4,Mg,30,Capsulas,Ariston
Tamsulosina,Uroprost Q,0.40 Mg,0.4,Mg,60,Capsulas,Ariston
Tamsulosina + Finasteride,Espontal Duo,nan,,nan,30+30,Capsulas+Comprimidos,Panalab
Telmisartan,Bertel,40 Mg,40.0,Mg,28,Comprimidos,Elea - Phoenix
Telmisartan,Bertel,80 Mg,80.0,Mg,28,Comprimidos,Elea - Phoenix
Telmisartan,Gliosartan,40 Mg,40.0,Mg,28,Comprimidos,Bago
Telmisartan,Gliosartan,80 Mg,80.0,Mg,28,Comprimidos,Bago
Telmisartan,Micardis,40 Mg,40.0,Mg,28,Comprimidos,Boehringer Ingel
Telmisartan,Micardis,80 Mg,80.0,Mg,28,Comprimidos,Boehringer Ingel
Telmisartan,Sactan,40 Mg,40.0,Mg,28,Comprimidos,Casasco
Telmisartan,Sactan,80 Mg,80.0,Mg,28,Comprimidos,Casasco
Telmisartan,Telpres,40 Mg,40.0,Mg,28,Comprimidos,Craveri
Telmisartan,Telpres,80 Mg,80.0,Mg,28,Comprimidos,Craveri
Telmisartan + Amlodipina,Micardis Amlo,40/5 Mg,,nan,28,Comprimidos,Boehringer Ingel
Telmisartan + Amlodipina,Micardis Amlo,80/10Mg,,nan,28,Comprimidos,Boehringer Ingel
Telmisartan + Amlodipina,Micardis Amlo,80/5 Mg,,nan,28,Comprimidos,Boehringer Ingel
Telmisartan + Hidroclorotiazida,Bertel D,40/12.5,,nan,28,Comprimidos,Elea - Phoenix
Telmisartan + Hidroclorotiazida,Bertel D,80/12.5,,nan,28,Comprimidos,Elea - Phoenix
Telmisartan + Hidroclorotiazida,Gliosartan Plus,40/12.5,,nan,28,Comprimidos,Bago
Telmisartan + Hidroclorotiazida,Gliosartan Plus,80/12.5,,nan,28,Comprimidos,Bago
Telmisartan + Hidroclorotiazida,Micardis Plus,40/12.5,,nan,28,Comprimidos,Boehringer Ingel
Telmisartan + Hidroclorotiazida,Micardis Plus,80/12.5,,nan,28,Comprimidos,Boehringer Ingel
Telmisartan + Hidroclorotiazida,Micardis Plus,80/25Mg,,nan,28,Comprimidos,Boehringer Ingel
Teofilina Anhidra,Drilyna,300 Mg,300.0,Mg,20,Comprimidos,Bago
Teofilina + Asoc.,Sedacris,nan,,nan,120,Elixir,Pharmadorf
Terazosina,Andrin,10 Mg,10.0,Mg,30,Comprimidos,Casasco
Terazosina,Andrin,2 Mg,2.0,Mg,30,Comprimidos,Casasco
Terazosina,Andrin,5 Mg,5.0,Mg,30,Comprimidos,Casasco
Terazosina,Benaprost,5 Mg,5.0,Mg,28,Comprimidos,Bago
Terazosina,Blavin,10 Mg,10.0,Mg,30,Comprimidos,Baliarda
Terazosina,Blavin,2 Mg,2.0,Mg,30,Comprimidos,Baliarda
Terazosina,Blavin,5 Mg,5.0,Mg,30,Comprimidos,Baliarda
Terazosina,Flumarc,10 Mg,10.0,Mg,20,Comprimidos,Raffo
Terazosina,Flumarc,2 Mg,2.0,Mg,20,Comprimidos,Raffo
Terazosina,Flumarc,5 Mg,5.0,Mg,20,Comprimidos,Raffo
Terazosina,Fosfomik,2 Mg,2.0,Mg,30,Comprimidos,Finadiet
Terazosina,Fosfomik,5 Mg,5.0,Mg,20,Comprimidos,Finadiet
Terazosina,Fosfomik,5 Mg,5.0,Mg,30,Comprimidos,Finadiet
Terazosina,Geriprost (Ex Tarflonal),10 Mg,10.0,Mg,20,Comprimidos,Teva Argentina (Ex Ivax Arg)
Terazosina,Geriprost (Ex Tarflonal),2 Mg,2.0,Mg,20,Comprimidos,Teva Argentina (Ex Ivax Arg)
Terazosina,Geriprost (Ex Tarflonal),5 Mg,5.0,Mg,20,Comprimidos,Teva Argentina (Ex Ivax Arg)
Terazosina,Panaprost,2 Mg,2.0,Mg,30,Comprimidos,Panalab
Terazosina,Panaprost,5 Mg,5.0,Mg,30,Comprimidos,Panalab
Terazosina,Terazosina Vannier,5 Mg,5.0,Mg,30,Comprimidos,Vannier
Terbinafina,Fungueal,250 Mg,250.0,Mg,14,Comprimidos,Lazar
Terbinafina,Fungueal,250 Mg,250.0,Mg,28,Comprimidos,Lazar
Terbinafina,Fungueal,nan,,nan,15,Crema,Lazar
Terbinafina,Lamisil Novartis,250 Mg,250.0,Mg,28,Comprimidos,Novartis
Terbinafina,Tacna,250 Mg,250.0,Mg,14,Comprimidos,Raymos
Terbinafina,Tacna,250 Mg,250.0,Mg,28,Comprimidos,Raymos
Terbinafina,Terbi Derm,250 Mg,250.0,Mg,14,Comprimidos,Oxapharma
Terbinafina,Terbi Derm,250 Mg,250.0,Mg,28,Comprimidos,Oxapharma
Terbinafina,Terbiderm,250 Mg,250.0,Mg,42,Comprimidos,Oxapharma
Terbinafina,Terbinafina Richet,250 Mg,250.0,Mg,14,Comprimidos,Richet
Terbinafina,Terbinafina Richet,250 Mg,250.0,Mg,28,Comprimidos,Richet
Terbinafina,Terekol,1%,1.0,%,30,Crema,Panalab
Terbinafina,Terekol,250 Mg,250.0,Mg,14,Comprimidos,Panalab
Terbinafina,Terekol,250 Mg,250.0,Mg,28,Comprimidos,Panalab
Testosterona,Androlone 30 Unidades,nan,,nan,5,Gel,Beta
Tetraciclina + Naproxeno,Papasine,nan,,nan,8,Comprimidos,Bernabo
Tetraciclina + Naproxeno,Papasine,nan,,nan,16,Comprimidos,Bernabo
Tetraciclina + Papaina,Solustres,nan,,nan,16,Grageas,Finadiet
Tiabendazol,Foldan,nan,,nan,8,Comprimidos,Lafedar
Tiabendazol,Foldan,nan,,nan,45,Crema,Lafedar
Tibolona,Climatix,1.25 Mg,1.25,Mg,30,Comprimidos,Investi
Tibolona,Climatix,2.50 Mg,2.5,Mg,30,Comprimidos,Investi
Tibolona,Discretal,1.25 Mg,1.25,Mg,30,Comprimidos,Beta
Tibolona,Discretal,2.50 Mg,2.5,Mg,30,Comprimidos,Beta
Tibolona,Klimastress,nan,,nan,30,Comprimidos,Craveri
Tibolona,Paraclim,1.25 Mg,1.25,Mg,30,Comprimidos,Elea - Phoenix
Tibolona,Paraclim,2.50 Mg,2.5,Mg,30,Comprimidos,Elea - Phoenix
Tibolona,Tiboclim Plb,2.50 Mg,2.5,Mg,30,Comprimidos,Panalab
Tibolona,Tibofem,nan,,nan,30,Comprimidos,Msd Argentina Sr
Tibolona,Tocline,2.50 Mg,2.5,Mg,30,Comprimidos,Rontag
Ticagrelor,Brilinta,60 Mg,60.0,Mg,60,Comprimidos,Astrazeneca
Ticagrelor,Brilinta,90 Mg,90.0,Mg,30,Comprimidos,Astrazeneca
Ticagrelor,Brilinta,90 Mg,90.0,Mg,60,Comprimidos,Astrazeneca
Ticlopidina,Dosier,nan,,nan,40,Comprimidos,Casasco
"Timolol,Maleato",Atiglauc,0.50 %,0.5,%,10,Colirio,Biosintex
"Timolol,Maleato",Klonalol,0.50 %,0.5,%,5,Colirio,Klonal
"Timolol,Maleato",Plostim,0.50 %,0.5,%,5,Colirio,Novartis
"Timolol,Maleato",Poentimol,0.50 %,0.5,%,5,Colirio,Poen
"Timolol,Maleato",Proflax,0.25 %,0.25,%,5,Colirio,Sidus
"Timolol,Maleato",Proflax,0.50 %,0.5,%,5,Colirio,Sidus
"Timolol,Maleato",Protevis,500,,nan,5,Colirio,Allergan-Loa
"Timolol,Maleato",Timoder Hydrogel,nan,,nan,10,Solucion,Lersan
"Timolol,Maleato",Timolol Denver Farma,0.50 %,0.5,%,5,Colirio,Denver Farma
"Timolol,Maleato",Timolol Dorf,0.50 %,0.5,%,5,Colirio,Pharmadorf
"Timolol,Maleato",Timoptic Xe,0.50 %,0.5,%,2.5,Colirio,Mundipharma
"Timolol,Maleato",Zopirol,0.50 %,0.5,%,5,Colirio,Elea - Phoenix
Tinidazol,Fasigyn,1000 Mg,1000.0,Mg,4,Tabletas,Pfizer
Tinidazol,Fasigyn,500 Mg,500.0,Mg,8,Tabletas,Pfizer
Tinidazol,Gynormal Oral,nan,,nan,8,Comprimidos,Eurofarma
Tinidazol + Miconazol,Gynormal,nan,,nan,8,Ovulos,Eurofarma
Tinidazol + Miconazol,Gynormal C/Aplicador,nan,,nan,40,Crema,Eurofarma
Tioconazol,Honguil,nan,,nan,1,Ovulos,Raymos
Tioconazol,Niofen,nan,,nan,1,Ovulos,Investi
Tioconazol,Tiomicol,nan,,nan,12,Solucion,Panalab
Tioconazol,Trosyd,1%,1.0,%,30,Crema,Pfizer
"Tioctico,Ac.",Biletan,nan,,nan,40,Grageas,Gador
"Tioctico,Ac.",Biletan Forte,50 Mg,50.0,Mg,40,Comprimidos,Gador
"Tioctico,Ac.",Biletan Forte,50 Mg,50.0,Mg,20,Comprimidos,Gador
"Tioctico,Ac.",Biletan Forte 5 Unidades,nan,,nan,2,Ampolla,Gador
"Tioctico,Ac.",Ciagen,600 Mg,600.0,Mg,60,Comprimidos,Craveri
"Tioctico,Ac.",Gabsik,600 Mg,600.0,Mg,30,Comprimidos,Savant Consumer
"Tioctico,Ac.",Neuro Biletan,nan,,nan,30,Comprimidos,Gador
"Tioctico,Ac.",Neurotioct,200 Mg,200.0,Mg,30,Comprimidos,Trb-Pharma
"Tioctico,Ac.",Neutracol,600 Mg,600.0,Mg,60,Comprimidos,Beta
